source_obj,source_idx,distance_px
#4f5f83,0,9.220
#4f5f83,0,7.211
#4f5f83,0,16.553
#4f5f83,0,27.459
#4f5f83,0,39.357
#4f5f83,0,52.555
#4f5f83,0,65.368
#4f5f83,0,79.057
#4f5f83,0,93.236
#6a47ae,1,81.345
#6a47ae,1,72.201
#6a47ae,1,33.615
#6a47ae,1,63.506
#6a47ae,1,20.000
#6a47ae,1,54.571
#6a47ae,1,14.765
#6a47ae,1,23.087
#9ec3b5,2,19.416
#9ec3b5,2,20.396
#9ec3b5,2,20.396
#9ec3b5,2,26.926
#9ec3b5,2,35.468
#9ec3b5,2,48.260
#9ec3b5,2,35.014
#9ec3b5,2,62.201
#9ec3b5,2,77.000
#a57fa3,3,45.222
#a57fa3,3,14.765
#a57fa3,3,26.926
#a57fa3,3,19.416
#a57fa3,3,20.396
#a57fa3,3,25.495
#a57fa3,3,38.484
#a57fa3,3,51.923
#dcd284,4,31.890
#dcd284,4,19.698
#dcd284,4,14.213
#dcd284,4,9.220
#dcd284,4,7.211

AVG_DISTANCE_PX,36.488
