source_obj,source_idx,distance_px
#4f5f83,0,3.000
#4f5f83,0,3.162
#4f5f83,0,2.236
#4f5f83,0,2.236
#4f5f83,0,3.162
#4f5f83,0,25.495
#4f5f83,0,40.804
#4f5f83,0,18.788
#6a47ae,1,46.861
#6a47ae,1,19.416
#6a47ae,1,14.866
#6a47ae,1,13.601
#6a47ae,1,20.248
#6a47ae,1,28.601
#6a47ae,1,35.228
#6a47ae,1,42.438
#9ec3b5,2,3.162
#9ec3b5,2,2.236
#9ec3b5,2,2.236
#9ec3b5,2,3.162
#9ec3b5,2,4.000
#a57fa3,3,29.000
#a57fa3,3,14.866
#a57fa3,3,73.682
#a57fa3,3,21.378
#a57fa3,3,68.359
#a57fa3,3,13.601
#a57fa3,3,20.248
#dcd284,4,53.852
#dcd284,4,55.227
#dcd284,4,50.329
#dcd284,4,67.357
#dcd284,4,42.012
#dcd284,4,79.511
#dcd284,4,35.228
#dcd284,4,75.961
#dcd284,4,78.230
#dcd284,4,86.452
#dcd284,4,99.086
#dcd284,4,112.929
#dcd284,4,119.407
#dcd284,4,131.848

AVG_DISTANCE_PX,39.607
