source_obj,source_idx,distance_px
#4f5f83,0,57.940
#4f5f83,0,58.523
#4f5f83,0,69.462
#4f5f83,0,68.154
#4f5f83,0,82.347
#4f5f83,0,94.515
#4f5f83,0,78.339
#4f5f83,0,108.724
#4f5f83,0,135.912
#4f5f83,0,149.030
#4f5f83,0,107.564
#4f5f83,0,163.221
#4f5f83,0,113.464
#4f5f83,0,120.830
#4f5f83,0,129.077
#4f5f83,0,137.884
#4f5f83,0,161.608
#4f5f83,0,147.054
#6a47ae,1,83.774
#6a47ae,1,75.432
#6a47ae,1,66.370
#6a47ae,1,69.893
#6a47ae,1,60.407
#6a47ae,1,42.297
#6a47ae,1,59.816
#6a47ae,1,47.508
#6a47ae,1,35.903
#6a47ae,1,40.025
#9ec3b5,2,60.415
#9ec3b5,2,59.933
#9ec3b5,2,49.820
#9ec3b5,2,43.012
#9ec3b5,2,35.805
#9ec3b5,2,34.928
#a57fa3,3,35.903
#a57fa3,3,37.108
#a57fa3,3,46.648
#a57fa3,3,40.025
#a57fa3,3,57.245
#a57fa3,3,68.007
#a57fa3,3,41.231
#a57fa3,3,34.928
#a57fa3,3,37.014
#a57fa3,3,42.720
#a57fa3,3,53.141
#a57fa3,3,67.186
#dcd284,4,82.765
#dcd284,4,70.257
#dcd284,4,60.407
#dcd284,4,61.400
#dcd284,4,74.027
#dcd284,4,57.940
#dcd284,4,72.139
#dcd284,4,60.803

AVG_DISTANCE_PX,73.146
