source_obj,source_idx,distance_px
#4f5f83,0,29.411
#4f5f83,0,21.932
#4f5f83,0,30.000
#4f5f83,0,39.962
#4f5f83,0,52.802
#4f5f83,0,63.953
#4f5f83,0,76.551
#4f5f83,0,90.874
#4f5f83,0,104.062
#6a47ae,1,55.471
#6a47ae,1,42.450
#6a47ae,1,73.824
#6a47ae,1,32.696
#6a47ae,1,60.803
#6a47ae,1,28.636
#6a47ae,1,48.795
#6a47ae,1,33.061
#6a47ae,1,47.802
#6a47ae,1,46.043
#9ec3b5,2,21.095
#9ec3b5,2,22.472
#9ec3b5,2,22.361
#9ec3b5,2,36.688
#9ec3b5,2,24.597
#9ec3b5,2,50.606
#9ec3b5,2,64.405
#9ec3b5,2,32.062
#9ec3b5,2,79.398
#a57fa3,3,57.009
#a57fa3,3,29.155
#a57fa3,3,28.636
#a57fa3,3,38.897
#a57fa3,3,26.173
#a57fa3,3,21.095
#a57fa3,3,22.361
#a57fa3,3,24.597
#dcd284,4,21.932
#dcd284,4,27.166
#dcd284,4,38.328
#dcd284,4,51.245
#dcd284,4,65.253
#dcd284,4,78.090

AVG_DISTANCE_PX,44.351
