source_obj,source_idx,distance_px
#6a47ae,0,183.918
#6a47ae,0,156.707
#6a47ae,0,112.801
#6a47ae,0,99.825
#6a47ae,0,87.864
#6a47ae,0,73.498
#6a47ae,0,79.246
#6a47ae,0,57.871
#6a47ae,0,69.340
#6a47ae,0,42.953
#6a47ae,0,61.685
#6a47ae,0,29.206
#6a47ae,0,57.315
#6a47ae,0,19.313
#6a47ae,0,54.231
#6a47ae,0,11.402
#6a47ae,0,54.129
#6a47ae,0,16.401
#6a47ae,0,56.089
#6a47ae,0,23.601
#a57fa3,1,66.189
#a57fa3,1,56.886
#a57fa3,1,54.129
#a57fa3,1,54.148
#a57fa3,1,61.033
#a57fa3,1,75.166
#dcd284,2,50.160
#dcd284,2,19.313
#dcd284,2,11.402
#dcd284,2,17.029

AVG_DISTANCE_PX,60.428
