source_obj,source_idx,distance_px
#4f5f83,0,136.125
#4f5f83,0,124.326
#4f5f83,0,112.539
#4f5f83,0,101.242
#4f5f83,0,90.785
#4f5f83,0,81.437
#4f5f83,0,72.801
#4f5f83,0,62.769
#4f5f83,0,136.953
#4f5f83,0,67.897
#4f5f83,0,123.483
#4f5f83,0,111.414
#4f5f83,0,78.600
#4f5f83,0,99.005
#4f5f83,0,85.866
#4f5f83,0,73.980
#4f5f83,0,74.330
#4f5f83,0,63.953
#6a47ae,1,4.123
#6a47ae,1,3.000
#6a47ae,1,3.162
#6a47ae,1,11.045
#6a47ae,1,82.735
#6a47ae,1,88.023
#9ec3b5,2,84.095
#9ec3b5,2,72.945
#9ec3b5,2,22.361
#9ec3b5,2,15.232
#9ec3b5,2,26.627
#9ec3b5,2,39.850
#a57fa3,3,69.065
#a57fa3,3,40.804
#a57fa3,3,28.071
#a57fa3,3,15.232
#a57fa3,3,3.000
#a57fa3,3,3.000
#dcd284,4,64.885
#dcd284,4,65.391
#dcd284,4,73.817
#dcd284,4,63.953
#dcd284,4,85.703
#dcd284,4,69.029
#dcd284,4,77.666
#dcd284,4,94.005
#dcd284,4,88.544
#dcd284,4,82.735
#dcd284,4,102.157

AVG_DISTANCE_PX,67.612
