source_obj,source_idx,distance_px
#4f5f83,0,159.248
#4f5f83,0,128.413
#4f5f83,0,100.319
#4f5f83,0,86.023
#4f5f83,0,61.000
#4f5f83,0,110.635
#4f5f83,0,101.494
#4f5f83,0,61.814
#4f5f83,0,95.021
#4f5f83,0,90.427
#4f5f83,0,67.231
#4f5f83,0,86.977
#4f5f83,0,87.321
#4f5f83,0,77.795
#6a47ae,1,96.628
#6a47ae,1,67.469
#6a47ae,1,56.045
#6a47ae,1,53.852
#6a47ae,1,58.694
#6a47ae,1,58.669
#6a47ae,1,46.487
#6a47ae,1,35.228
#6a47ae,1,32.249
#6a47ae,1,37.216
#6a47ae,1,47.170
#9ec3b5,2,64.815
#9ec3b5,2,53.235
#9ec3b5,2,45.122
#9ec3b5,2,39.294
#9ec3b5,2,35.355
#9ec3b5,2,88.566
#a57fa3,3,42.297
#a57fa3,3,32.249
#a57fa3,3,35.355
#a57fa3,3,35.805
#a57fa3,3,41.231
#a57fa3,3,39.294
#a57fa3,3,50.567
#a57fa3,3,45.277
#a57fa3,3,60.415
#a57fa3,3,56.604
#a57fa3,3,71.169
#a57fa3,3,80.623
#a57fa3,3,94.366
#a57fa3,3,107.801
#dcd284,4,82.765
#dcd284,4,69.080
#dcd284,4,61.000
#dcd284,4,61.294
#dcd284,4,84.876
#dcd284,4,66.189
#dcd284,4,71.589
#dcd284,4,76.026

AVG_DISTANCE_PX,67.843
