source_obj,source_idx,distance_px
#4f5f83,0,14.318
#4f5f83,0,15.524
#4f5f83,0,22.091
#4f5f83,0,24.166
#4f5f83,0,34.713
#4f5f83,0,47.927
#4f5f83,0,59.203
#4f5f83,0,73.007
#4f5f83,0,87.235
#4f5f83,0,102.396
#4f5f83,0,116.276
#6a47ae,1,84.149
#6a47ae,1,75.000
#6a47ae,1,47.802
#6a47ae,1,67.535
#6a47ae,1,34.438
#6a47ae,1,57.567
#6a47ae,1,21.932
#6a47ae,1,57.035
#6a47ae,1,19.105
#6a47ae,1,29.411
#9ec3b5,2,25.962
#9ec3b5,2,26.249
#9ec3b5,2,26.926
#9ec3b5,2,32.573
#9ec3b5,2,40.608
#9ec3b5,2,52.010
#9ec3b5,2,69.051
#9ec3b5,2,98.127
#a57fa3,3,49.041
#a57fa3,3,34.438
#a57fa3,3,21.932
#a57fa3,3,19.105
#a57fa3,3,31.780
#a57fa3,3,86.977
#a57fa3,3,25.962
#a57fa3,3,26.249
#a57fa3,3,56.859
#a57fa3,3,43.566
#a57fa3,3,31.828
#dcd284,4,35.000
#dcd284,4,28.653
#dcd284,4,24.739
#dcd284,4,19.105
#dcd284,4,14.318

AVG_DISTANCE_PX,44.709
