source_obj,source_idx,distance_px
#4f5f83,0,65.376
#4f5f83,0,58.215
#4f5f83,0,91.591
#4f5f83,0,61.205
#4f5f83,0,84.054
#4f5f83,0,78.772
#4f5f83,0,75.611
#4f5f83,0,65.460
#4f5f83,0,76.322
#4f5f83,0,80.722
#4f5f83,0,78.721
#6a47ae,1,51.245
#6a47ae,1,44.721
#6a47ae,1,46.141
#6a47ae,1,48.166
#6a47ae,1,37.108
#6a47ae,1,28.018
#6a47ae,1,28.231
#6a47ae,1,34.438
#9ec3b5,2,64.815
#9ec3b5,2,63.411
#9ec3b5,2,112.004
#9ec3b5,2,51.884
#9ec3b5,2,121.314
#9ec3b5,2,44.721
#9ec3b5,2,40.608
#9ec3b5,2,37.855
#9ec3b5,2,124.145
#a57fa3,3,42.579
#a57fa3,3,28.018
#a57fa3,3,37.855
#a57fa3,3,30.806
#a57fa3,3,40.608
#a57fa3,3,37.537
#a57fa3,3,46.065
#a57fa3,3,45.188
#a57fa3,3,56.294
#a57fa3,3,56.080
#a57fa3,3,80.660
#a57fa3,3,94.112
#a57fa3,3,107.935
#dcd284,4,76.059
#dcd284,4,64.195
#dcd284,4,58.215
#dcd284,4,80.994
#dcd284,4,61.205
#dcd284,4,67.978
#dcd284,4,67.476
#dcd284,4,55.660
#dcd284,4,44.721

AVG_DISTANCE_PX,61.502
