source_obj,source_idx,distance_px
#4f5f83,0,152.502
#4f5f83,0,153.912
#4f5f83,0,140.869
#4f5f83,0,132.246
#4f5f83,0,123.556
#4f5f83,0,117.047
#4f5f83,0,112.259
#4f5f83,0,109.110
#4f5f83,0,87.464
#4f5f83,0,163.982
#4f5f83,0,149.773
#4f5f83,0,76.059
#4f5f83,0,121.380
#4f5f83,0,107.490
#4f5f83,0,94.493
#4f5f83,0,81.320
#4f5f83,0,69.203
#6a47ae,1,43.909
#6a47ae,1,44.294
#6a47ae,1,52.773
#6a47ae,1,42.426
#6a47ae,1,64.637
#6a47ae,1,49.649
#6a47ae,1,76.322
#6a47ae,1,66.648
#6a47ae,1,70.880
#6a47ae,1,82.037
#6a47ae,1,93.086
#9ec3b5,2,30.480
#9ec3b5,2,34.540
#9ec3b5,2,45.177
#9ec3b5,2,54.745
#a57fa3,3,99.624
#a57fa3,3,69.231
#a57fa3,3,55.326
#a57fa3,3,43.186
#a57fa3,3,34.928
#a57fa3,3,30.480
#a57fa3,3,39.598
#a57fa3,3,76.295
#a57fa3,3,65.008
#a57fa3,3,54.148
#a57fa3,3,45.706
#a57fa3,3,42.426
#dcd284,4,80.623
#dcd284,4,80.262
#dcd284,4,77.833
#dcd284,4,70.937
#dcd284,4,66.648
#dcd284,4,69.203
#dcd284,4,73.824
#dcd284,4,82.970
#dcd284,4,94.202

AVG_DISTANCE_PX,79.184
