source_obj,source_idx,distance_px
#4f5f83,0,7.071
#4f5f83,0,23.259
#4f5f83,0,25.495
#4f5f83,0,26.926
#4f5f83,0,34.713
#4f5f83,0,37.855
#4f5f83,0,47.413
#4f5f83,0,28.018
#4f5f83,0,60.539
#4f5f83,0,79.511
#4f5f83,0,29.833
#4f5f83,0,71.694
#4f5f83,0,36.797
#4f5f83,0,43.186
#4f5f83,0,52.355
#6a47ae,1,1.000
#6a47ae,1,5.657
#9ec3b5,2,107.187
#9ec3b5,2,92.282
#9ec3b5,2,32.280
#9ec3b5,2,18.028
#9ec3b5,2,9.849
#9ec3b5,2,18.385
#9ec3b5,2,15.811
#9ec3b5,2,4.472
#9ec3b5,2,5.000
#9ec3b5,2,22.361
#9ec3b5,2,5.000
#9ec3b5,2,23.259
#9ec3b5,2,5.657
#9ec3b5,2,5.657
#9ec3b5,2,1.000
#9ec3b5,2,9.899
#a57fa3,3,14.866
#a57fa3,3,9.849
#a57fa3,3,15.811
#a57fa3,3,8.000
#dcd284,4,4.472
#dcd284,4,5.099
#dcd284,4,5.000
#dcd284,4,5.000

AVG_DISTANCE_PX,25.745
