source_obj,source_idx,distance_px
#4f5f83,0,2.236
#4f5f83,0,2.236
#4f5f83,0,1.414
#4f5f83,0,3.162
#4f5f83,0,3.162
#4f5f83,0,7.810
#4f5f83,0,12.530
#4f5f83,0,16.553
#4f5f83,0,18.868
#4f5f83,0,5.099
#4f5f83,0,6.325
#9ec3b5,1,2.236
#9ec3b5,1,2.236
#9ec3b5,1,1.414
#9ec3b5,1,3.162
#9ec3b5,1,5.831
#9ec3b5,1,3.162
#9ec3b5,1,6.000
#9ec3b5,1,5.099
#9ec3b5,1,2.000
#9ec3b5,1,3.162
#9ec3b5,1,3.162
#9ec3b5,1,3.162
#9ec3b5,1,3.162
#9ec3b5,1,4.000
#a57fa3,2,7.071
#a57fa3,2,8.062
#a57fa3,2,5.831
#a57fa3,2,6.708
#a57fa3,2,5.831
#a57fa3,2,6.708
#a57fa3,2,5.385
#dcd284,3,6.000
#dcd284,3,6.083
#dcd284,3,2.000
#dcd284,3,3.162
#dcd284,3,3.162
#dcd284,3,3.162
#dcd284,3,3.162
#dcd284,3,6.000

AVG_DISTANCE_PX,5.138
