source_obj,source_idx,distance_px
#4f5f83,0,75.107
#4f5f83,0,68.447
#4f5f83,0,3.000
#4f5f83,0,4.472
#4f5f83,0,10.630
#6a47ae,1,2.000
#6a47ae,1,1.000
#6a47ae,1,3.162
#6a47ae,1,1.414
#6a47ae,1,1.414
#6a47ae,1,2.236
#6a47ae,1,10.817
#9ec3b5,2,22.472
#9ec3b5,2,12.369
#9ec3b5,2,1.414
#9ec3b5,2,1.000
#9ec3b5,2,1.414
#9ec3b5,2,2.236
#9ec3b5,2,2.236
#9ec3b5,2,2.000
#9ec3b5,2,1.000
#9ec3b5,2,1.414
#9ec3b5,2,1.414
#9ec3b5,2,2.236
#a57fa3,3,4.472
#a57fa3,3,5.385
#a57fa3,3,3.000
#a57fa3,3,3.606
#a57fa3,3,5.657
#dcd284,4,1.414
#dcd284,4,2.000
#dcd284,4,1.000
#dcd284,4,1.414
#dcd284,4,2.236
#dcd284,4,2.236
#dcd284,4,12.369
#dcd284,4,10.817
#dcd284,4,15.811

AVG_DISTANCE_PX,8.061
