source_obj,source_idx,distance_px
#4f5f83,0,12.083
#4f5f83,0,5.831
#4f5f83,0,7.810
#4f5f83,0,8.944
#4f5f83,0,6.000
#4f5f83,0,11.180
#4f5f83,0,9.487
#4f5f83,0,3.162
#4f5f83,0,1.000
#4f5f83,0,7.616
#4f5f83,0,1.000
#4f5f83,0,3.606
#4f5f83,0,24.187
#4f5f83,0,9.487
#4f5f83,0,1.000
#6a47ae,1,7.000
#6a47ae,1,8.062
#9ec3b5,2,9.220
#9ec3b5,2,3.162
#9ec3b5,2,2.828
#9ec3b5,2,1.000
#9ec3b5,2,3.162
#9ec3b5,2,2.828
#9ec3b5,2,11.662
#a57fa3,3,7.616
#a57fa3,3,1.000
#a57fa3,3,1.000
#a57fa3,3,9.487
#a57fa3,3,1.000
#a57fa3,3,21.024
#dcd284,4,1.000
#dcd284,4,2.236
#dcd284,4,2.828
#dcd284,4,3.162
#dcd284,4,2.828
#dcd284,4,14.866

AVG_DISTANCE_PX,6.371
