source_obj,source_idx,distance_px
#4f5f83,0,48.083
#4f5f83,0,37.216
#4f5f83,0,32.757
#4f5f83,0,27.785
#4f5f83,0,24.042
#4f5f83,0,22.804
#4f5f83,0,5.000
#4f5f83,0,4.472
#4f5f83,0,25.554
#4f5f83,0,5.657
#4f5f83,0,34.059
#4f5f83,0,47.381
#4f5f83,0,62.032
#4f5f83,0,72.691
#6a47ae,1,4.123
#6a47ae,1,2.000
#9ec3b5,2,37.216
#9ec3b5,2,32.757
#9ec3b5,2,2.000
#9ec3b5,2,5.099
#9ec3b5,2,4.123
#9ec3b5,2,11.180
#9ec3b5,2,26.627
#9ec3b5,2,4.243
#a57fa3,3,16.031
#dcd284,4,4.123
#dcd284,4,4.123

AVG_DISTANCE_PX,22.340
