source_obj,source_idx,distance_px
#4f5f83,0,23.000
#4f5f83,0,6.708
#4f5f83,0,25.020
#4f5f83,0,26.077
#4f5f83,0,27.074
#4f5f83,0,30.150
#4f5f83,0,12.042
#4f5f83,0,34.366
#4f5f83,0,41.000
#4f5f83,0,20.809
#4f5f83,0,35.609
#4f5f83,0,40.817
#4f5f83,0,48.549
#4f5f83,0,58.523
#4f5f83,0,70.406
#4f5f83,0,81.154
#9ec3b5,1,5.657
#9ec3b5,1,1.414
#9ec3b5,1,74.324
#9ec3b5,1,2.236
#9ec3b5,1,59.481
#9ec3b5,1,3.000
#9ec3b5,1,4.000
#9ec3b5,1,31.890
#9ec3b5,1,20.125
#9ec3b5,1,9.220
#9ec3b5,1,20.025
#9ec3b5,1,23.000
#9ec3b5,1,25.000
#9ec3b5,1,26.077
#9ec3b5,1,27.074
#9ec3b5,1,29.411
#9ec3b5,1,40.311
#9ec3b5,1,32.450
#a57fa3,2,32.249
#a57fa3,2,18.682
#a57fa3,2,9.220
#a57fa3,2,12.649
#a57fa3,2,6.708
#a57fa3,2,12.042
#dcd284,3,5.657
#dcd284,3,7.071
#dcd284,3,1.414
#dcd284,3,2.236

AVG_DISTANCE_PX,25.544
