source_obj,source_idx,distance_px
#4f5f83,0,62.097
#4f5f83,0,54.083
#4f5f83,0,43.417
#4f5f83,0,36.674
#4f5f83,0,11.402
#4f5f83,0,35.805
#4f5f83,0,4.472
#4f5f83,0,10.198
#4f5f83,0,11.180
#4f5f83,0,13.601
#4f5f83,0,14.560
#4f5f83,0,15.524
#4f5f83,0,18.028
#4f5f83,0,21.954
#4f5f83,0,29.530
#9ec3b5,1,2.236
#9ec3b5,1,1.000
#9ec3b5,1,7.000
#9ec3b5,1,10.198
#9ec3b5,1,11.180
#9ec3b5,1,61.855
#9ec3b5,1,13.601
#9ec3b5,1,14.560
#9ec3b5,1,15.811
#9ec3b5,1,18.974
#9ec3b5,1,122.430
#9ec3b5,1,3.606
#9ec3b5,1,2.236
#9ec3b5,1,1.000
#9ec3b5,1,1.000
#9ec3b5,1,2.828
#9ec3b5,1,16.643
#a57fa3,2,21.095
#a57fa3,2,11.402
#a57fa3,2,4.472
#a57fa3,2,1.000
#a57fa3,2,7.000
#dcd284,3,5.000
#dcd284,3,3.606
#dcd284,3,2.236
#dcd284,3,1.000
#dcd284,3,1.000
#dcd284,3,2.828

AVG_DISTANCE_PX,17.426
