source_obj,source_idx,distance_px
#4f5f83,0,68.154
#4f5f83,0,58.138
#4f5f83,0,37.643
#4f5f83,0,46.390
#4f5f83,0,30.610
#4f5f83,0,39.812
#4f5f83,0,28.018
#4f5f83,0,34.438
#4f5f83,0,22.204
#4f5f83,0,21.633
#4f5f83,0,18.028
#4f5f83,0,16.643
#4f5f83,0,4.000
#4f5f83,0,15.264
#4f5f83,0,9.487
#9ec3b5,1,30.610
#9ec3b5,1,30.806
#9ec3b5,1,27.857
#9ec3b5,1,22.204
#9ec3b5,1,21.633
#9ec3b5,1,18.028
#9ec3b5,1,16.643
#9ec3b5,1,15.264
#9ec3b5,1,18.248
#9ec3b5,1,4.472
#9ec3b5,1,9.220
#9ec3b5,1,4.123
#9ec3b5,1,23.537
#9ec3b5,1,3.162
#9ec3b5,1,35.847
#9ec3b5,1,49.820
#9ec3b5,1,5.099
#9ec3b5,1,64.382
#9ec3b5,1,20.616
#9ec3b5,1,79.209
#9ec3b5,1,94.175
#a57fa3,2,15.811
#a57fa3,2,4.000
#a57fa3,2,9.487
#a57fa3,2,9.220
#a57fa3,2,16.125
#dcd284,3,5.099

AVG_DISTANCE_PX,26.313
