source_obj,source_idx,distance_px
#4f5f83,0,35.847
#4f5f83,0,31.016
#4f5f83,0,28.601
#4f5f83,0,24.698
#4f5f83,0,18.385
#4f5f83,0,4.123
#4f5f83,0,1.414
#4f5f83,0,2.236
#4f5f83,0,17.493
#4f5f83,0,4.472
#4f5f83,0,28.018
#4f5f83,0,41.976
#4f5f83,0,71.449
#4f5f83,0,81.744
#6a47ae,1,7.616
#6a47ae,1,2.828
#9ec3b5,2,41.725
#9ec3b5,2,33.971
#9ec3b5,2,1.414
#9ec3b5,2,2.828
#9ec3b5,2,5.000
#9ec3b5,2,11.045
#9ec3b5,2,5.831
#9ec3b5,2,24.759
#9ec3b5,2,1.000
#9ec3b5,2,11.705
#a57fa3,3,5.000
#a57fa3,3,5.831
#a57fa3,3,1.414
#a57fa3,3,1.000
#a57fa3,3,2.236
#a57fa3,3,11.705
#a57fa3,3,4.472
#dcd284,4,1.414
#dcd284,4,2.828
#dcd284,4,5.831

AVG_DISTANCE_PX,16.192
