source_obj,source_idx,distance_px
#4f5f83,0,25.495
#4f5f83,0,26.401
#4f5f83,0,29.017
#4f5f83,0,34.540
#4f5f83,0,43.324
#4f5f83,0,24.166
#4f5f83,0,54.203
#4f5f83,0,75.007
#4f5f83,0,67.007
#4f5f83,0,26.077
#4f5f83,0,36.125
#4f5f83,0,42.802
#4f5f83,0,52.393
#6a47ae,1,5.000
#9ec3b5,2,38.079
#9ec3b5,2,10.198
#9ec3b5,2,17.692
#9ec3b5,2,12.166
#9ec3b5,2,3.606
#9ec3b5,2,19.026
#9ec3b5,2,22.627
#9ec3b5,2,8.485
#9ec3b5,2,6.708
#9ec3b5,2,5.000
#9ec3b5,2,10.050
#9ec3b5,2,5.385
#9ec3b5,2,10.817
#a57fa3,3,10.198
#a57fa3,3,12.166
#a57fa3,3,7.071
#a57fa3,3,7.211
#a57fa3,3,13.000
#dcd284,4,3.606
#dcd284,4,5.657
#dcd284,4,16.643

AVG_DISTANCE_PX,22.484
