source_obj,source_idx,distance_px
#4f5f83,0,2.236
#4f5f83,0,2.000
#4f5f83,0,4.243
#4f5f83,0,1.414
#4f5f83,0,1.414
#4f5f83,0,2.236
#4f5f83,0,7.810
#4f5f83,0,2.236
#4f5f83,0,5.000
#4f5f83,0,7.071
#9ec3b5,1,2.000
#9ec3b5,1,4.243
#9ec3b5,1,5.000
#9ec3b5,1,21.954
#9ec3b5,1,8.602
#9ec3b5,1,6.403
#9ec3b5,1,2.236
#a57fa3,2,1.414
#a57fa3,2,1.414
#a57fa3,2,3.162
#a57fa3,2,2.236
#a57fa3,2,2.236
#a57fa3,2,4.123
#a57fa3,2,15.524
#dcd284,3,8.602
#dcd284,3,6.708
#dcd284,3,2.236
#dcd284,3,6.403
#dcd284,3,4.243

AVG_DISTANCE_PX,4.979
