source_obj,source_idx,distance_px
#4f5f83,0,46.957
#4f5f83,0,48.301
#4f5f83,0,36.235
#4f5f83,0,32.016
#4f5f83,0,28.018
#4f5f83,0,24.698
#4f5f83,0,24.597
#4f5f83,0,23.707
#4f5f83,0,21.471
#4f5f83,0,4.472
#4f5f83,0,31.765
#4f5f83,0,35.128
#4f5f83,0,43.417
#4f5f83,0,54.452
#4f5f83,0,65.803
#4f5f83,0,76.485
#9ec3b5,1,36.235
#9ec3b5,1,124.619
#9ec3b5,1,29.967
#9ec3b5,1,107.898
#9ec3b5,1,26.926
#9ec3b5,1,92.650
#9ec3b5,1,24.698
#9ec3b5,1,77.897
#9ec3b5,1,23.707
#9ec3b5,1,47.434
#9ec3b5,1,21.471
#9ec3b5,1,31.765
#9ec3b5,1,20.591
#9ec3b5,1,17.263
#9ec3b5,1,12.530
#a57fa3,2,12.530
#a57fa3,2,13.892
#a57fa3,2,16.401
#a57fa3,2,26.926
#a57fa3,2,4.000
#a57fa3,2,14.000

AVG_DISTANCE_PX,37.322
