source_obj,source_idx,distance_px
#4f5f83,0,7.071
#4f5f83,0,7.071
#4f5f83,0,3.606
#4f5f83,0,2.236
#4f5f83,0,20.518
#4f5f83,0,25.962
#4f5f83,0,11.402
#4f5f83,0,6.325
#6a47ae,1,3.162
#6a47ae,1,2.236
#9ec3b5,2,16.971
#9ec3b5,2,7.071
#9ec3b5,2,2.236
#9ec3b5,2,3.000
#9ec3b5,2,2.236
#9ec3b5,2,3.162
#9ec3b5,2,2.236
#9ec3b5,2,2.236
#9ec3b5,2,2.236
#9ec3b5,2,3.162
#9ec3b5,2,3.162
#a57fa3,3,19.647
#a57fa3,3,12.042
#a57fa3,3,5.099
#a57fa3,3,4.243
#a57fa3,3,6.000
#a57fa3,3,6.708
#a57fa3,3,10.000
#dcd284,4,4.123
#dcd284,4,3.000
#dcd284,4,2.236
#dcd284,4,2.236
#dcd284,4,2.236
#dcd284,4,3.162
#dcd284,4,3.162
#dcd284,4,3.162
#dcd284,4,3.000
#dcd284,4,12.083

AVG_DISTANCE_PX,6.301
