source_obj,source_idx,distance_px
#4f5f83,0,45.607
#4f5f83,0,32.650
#4f5f83,0,22.023
#4f5f83,0,12.042
#4f5f83,0,8.944
#4f5f83,0,2.000
#4f5f83,0,10.296
#4f5f83,0,52.010
#4f5f83,0,65.376
#4f5f83,0,91.679
#6a47ae,1,5.385
#6a47ae,1,3.606
#6a47ae,1,2.000
#9ec3b5,2,7.810
#9ec3b5,2,1.000
#9ec3b5,2,6.708
#9ec3b5,2,1.000
#9ec3b5,2,4.472
#9ec3b5,2,4.243
#9ec3b5,2,6.403
#a57fa3,3,4.000
#a57fa3,3,1.000
#a57fa3,3,1.000
#a57fa3,3,4.243
#a57fa3,3,5.099
#a57fa3,3,9.000
#a57fa3,3,15.524
#a57fa3,3,10.296
#dcd284,4,7.810
#dcd284,4,14.560

AVG_DISTANCE_PX,15.259
