source_obj,source_idx,distance_px
#4f5f83,0,73.062
#4f5f83,0,72.028
#4f5f83,0,62.650
#4f5f83,0,51.865
#4f5f83,0,41.231
#4f5f83,0,6.325
#4f5f83,0,14.765
#4f5f83,0,35.609
#4f5f83,0,8.062
#4f5f83,0,15.264
#4f5f83,0,16.643
#4f5f83,0,18.788
#4f5f83,0,21.471
#4f5f83,0,21.095
#4f5f83,0,25.942
#4f5f83,0,29.530
#4f5f83,0,35.128
#9ec3b5,1,10.770
#9ec3b5,1,22.472
#9ec3b5,1,35.384
#9ec3b5,1,15.264
#9ec3b5,1,92.455
#9ec3b5,1,106.607
#9ec3b5,1,16.643
#9ec3b5,1,18.788
#9ec3b5,1,21.471
#9ec3b5,1,21.095
#9ec3b5,1,25.942
#9ec3b5,1,29.530
#9ec3b5,1,1.414
#9ec3b5,1,3.606
#9ec3b5,1,5.000
#9ec3b5,1,6.083
#9ec3b5,1,13.000
#a57fa3,2,19.235
#a57fa3,2,12.369
#a57fa3,2,6.325
#a57fa3,2,10.770
#a57fa3,2,8.062
#dcd284,3,1.414
#dcd284,3,2.828
#dcd284,3,5.831

AVG_DISTANCE_PX,25.281
