source_obj,source_idx,distance_px
#4f5f83,0,56.365
#4f5f83,0,47.413
#4f5f83,0,36.878
#4f5f83,0,34.713
#4f5f83,0,17.464
#4f5f83,0,31.780
#4f5f83,0,6.000
#4f5f83,0,7.000
#4f5f83,0,5.099
#4f5f83,0,6.000
#4f5f83,0,11.402
#9ec3b5,1,2.000
#9ec3b5,1,2.000
#9ec3b5,1,4.123
#9ec3b5,1,17.263
#9ec3b5,1,6.000
#9ec3b5,1,29.428
#9ec3b5,1,8.944
#9ec3b5,1,11.180
#9ec3b5,1,59.237
#9ec3b5,1,73.410
#9ec3b5,1,4.123
#9ec3b5,1,2.828
#9ec3b5,1,0.000
#9ec3b5,1,2.000
#a57fa3,2,15.297
#a57fa3,2,6.000
#a57fa3,2,2.000
#a57fa3,2,2.000
#dcd284,3,4.123
#dcd284,3,5.831
#dcd284,3,3.000
#dcd284,3,3.606
#dcd284,3,4.123
#dcd284,3,2.828
#dcd284,3,4.123
#dcd284,3,0.000
#dcd284,3,2.000

AVG_DISTANCE_PX,14.147
