source_obj,source_idx,distance_px
#4f5f83,0,29.155
#4f5f83,0,22.804
#4f5f83,0,19.000
#4f5f83,0,16.125
#4f5f83,0,15.033
#4f5f83,0,14.036
#4f5f83,0,44.688
#4f5f83,0,18.358
#4f5f83,0,32.016
#4f5f83,0,22.361
#4f5f83,0,51.039
#4f5f83,0,12.166
#9ec3b5,1,31.000
#9ec3b5,1,30.017
#9ec3b5,1,23.000
#9ec3b5,1,19.000
#9ec3b5,1,16.125
#9ec3b5,1,15.033
#9ec3b5,1,14.036
#9ec3b5,1,12.166
#9ec3b5,1,10.440
#9ec3b5,1,10.050
#9ec3b5,1,22.361
#9ec3b5,1,2.236
#9ec3b5,1,3.606
#9ec3b5,1,6.403
#9ec3b5,1,9.055
#a57fa3,2,7.000
#a57fa3,2,8.062
#a57fa3,2,19.209
#a57fa3,2,31.016
#a57fa3,2,10.050
#a57fa3,2,18.788
#dcd284,3,2.236
#dcd284,3,3.162
#dcd284,3,7.616

AVG_DISTANCE_PX,17.457
