level,theta,phi,obj_id,filename,occlusion_pct,view_avg_pct,view_std_pct
object,0,0,1,theta000_phi000_obj001_color.png,0.0,39.402985,48.267835
object,0,0,2,theta000_phi000_obj002_color.png,100.0,39.402985,48.267835
object,0,0,3,theta000_phi000_obj003_color.png,0.0,39.402985,48.267835
object,0,0,4,theta000_phi000_obj004_color.png,97.014925,39.402985,48.267835
object,0,0,5,theta000_phi000_obj005_color.png,0.0,39.402985,48.267835
object,0,20,1,theta000_phi020_obj001_color.png,0.0,39.374069,48.233343
object,0,20,2,theta000_phi020_obj002_color.png,100.0,39.374069,48.233343
object,0,20,3,theta000_phi020_obj003_color.png,0.0,39.374069,48.233343
object,0,20,4,theta000_phi020_obj004_color.png,96.870343,39.374069,48.233343
object,0,20,5,theta000_phi020_obj005_color.png,0.0,39.374069,48.233343
object,0,40,1,theta000_phi040_obj001_color.png,0.0,39.373757,48.232972
object,0,40,2,theta000_phi040_obj002_color.png,100.0,39.373757,48.232972
object,0,40,3,theta000_phi040_obj003_color.png,0.0,39.373757,48.232972
object,0,40,4,theta000_phi040_obj004_color.png,96.868787,39.373757,48.232972
object,0,40,5,theta000_phi040_obj005_color.png,0.0,39.373757,48.232972
object,0,60,1,theta000_phi060_obj001_color.png,0.0,39.373757,48.232972
object,0,60,2,theta000_phi060_obj002_color.png,100.0,39.373757,48.232972
object,0,60,3,theta000_phi060_obj003_color.png,0.0,39.373757,48.232972
object,0,60,4,theta000_phi060_obj004_color.png,96.868787,39.373757,48.232972
object,0,60,5,theta000_phi060_obj005_color.png,0.0,39.373757,48.232972
object,0,80,1,theta000_phi080_obj001_color.png,0.0,39.375932,48.235565
object,0,80,2,theta000_phi080_obj002_color.png,100.0,39.375932,48.235565
object,0,80,3,theta000_phi080_obj003_color.png,0.0,39.375932,48.235565
object,0,80,4,theta000_phi080_obj004_color.png,96.879662,39.375932,48.235565
object,0,80,5,theta000_phi080_obj005_color.png,0.0,39.375932,48.235565
object,0,100,1,theta000_phi100_obj001_color.png,0.0,39.383238,48.244276
object,0,100,2,theta000_phi100_obj002_color.png,100.0,39.383238,48.244276
object,0,100,3,theta000_phi100_obj003_color.png,0.0,39.383238,48.244276
object,0,100,4,theta000_phi100_obj004_color.png,96.91619,39.383238,48.244276
object,0,100,5,theta000_phi100_obj005_color.png,0.0,39.383238,48.244276
object,0,120,1,theta000_phi120_obj001_color.png,0.0,39.377955,48.237976
object,0,120,2,theta000_phi120_obj002_color.png,100.0,39.377955,48.237976
object,0,120,3,theta000_phi120_obj003_color.png,0.0,39.377955,48.237976
object,0,120,4,theta000_phi120_obj004_color.png,96.889774,39.377955,48.237976
object,0,120,5,theta000_phi120_obj005_color.png,0.0,39.377955,48.237976
object,0,140,1,theta000_phi140_obj001_color.png,0.0,39.398234,48.262166
object,0,140,2,theta000_phi140_obj002_color.png,100.0,39.398234,48.262166
object,0,140,3,theta000_phi140_obj003_color.png,0.0,39.398234,48.262166
object,0,140,4,theta000_phi140_obj004_color.png,96.991172,39.398234,48.262166
object,0,140,5,theta000_phi140_obj005_color.png,0.0,39.398234,48.262166
object,0,160,1,theta000_phi160_obj001_color.png,0.0,39.395447,48.25884
object,0,160,2,theta000_phi160_obj002_color.png,100.0,39.395447,48.25884
object,0,160,3,theta000_phi160_obj003_color.png,0.0,39.395447,48.25884
object,0,160,4,theta000_phi160_obj004_color.png,96.977236,39.395447,48.25884
object,0,160,5,theta000_phi160_obj005_color.png,0.0,39.395447,48.25884
object,0,180,1,theta000_phi180_obj001_color.png,0.0,39.378882,48.239082
object,0,180,2,theta000_phi180_obj002_color.png,100.0,39.378882,48.239082
object,0,180,3,theta000_phi180_obj003_color.png,0.0,39.378882,48.239082
object,0,180,4,theta000_phi180_obj004_color.png,96.89441,39.378882,48.239082
object,0,180,5,theta000_phi180_obj005_color.png,0.0,39.378882,48.239082
object,0,200,1,theta000_phi200_obj001_color.png,0.0,39.393261,48.256231
object,0,200,2,theta000_phi200_obj002_color.png,100.0,39.393261,48.256231
object,0,200,3,theta000_phi200_obj003_color.png,0.0,39.393261,48.256231
object,0,200,4,theta000_phi200_obj004_color.png,96.966306,39.393261,48.256231
object,0,200,5,theta000_phi200_obj005_color.png,0.0,39.393261,48.256231
object,0,220,1,theta000_phi220_obj001_color.png,0.0,39.393714,48.256771
object,0,220,2,theta000_phi220_obj002_color.png,100.0,39.393714,48.256771
object,0,220,3,theta000_phi220_obj003_color.png,0.0,39.393714,48.256771
object,0,220,4,theta000_phi220_obj004_color.png,96.968568,39.393714,48.256771
object,0,220,5,theta000_phi220_obj005_color.png,0.0,39.393714,48.256771
object,0,240,1,theta000_phi240_obj001_color.png,0.0,39.390623,48.253084
object,0,240,2,theta000_phi240_obj002_color.png,100.0,39.390623,48.253084
object,0,240,3,theta000_phi240_obj003_color.png,0.0,39.390623,48.253084
object,0,240,4,theta000_phi240_obj004_color.png,96.953115,39.390623,48.253084
object,0,240,5,theta000_phi240_obj005_color.png,0.0,39.390623,48.253084
object,0,260,1,theta000_phi260_obj001_color.png,0.0,39.398459,48.262433
object,0,260,2,theta000_phi260_obj002_color.png,100.0,39.398459,48.262433
object,0,260,3,theta000_phi260_obj003_color.png,0.0,39.398459,48.262433
object,0,260,4,theta000_phi260_obj004_color.png,96.992294,39.398459,48.262433
object,0,260,5,theta000_phi260_obj005_color.png,0.0,39.398459,48.262433
object,0,280,1,theta000_phi280_obj001_color.png,0.0,39.391077,48.253626
object,0,280,2,theta000_phi280_obj002_color.png,100.0,39.391077,48.253626
object,0,280,3,theta000_phi280_obj003_color.png,0.0,39.391077,48.253626
